,account_id,reputation,user_id,accept_rate,link,display_name,Bronze_Badge_Count,Silver_Badge_Count,Gold_Badge_Count,Tag_Name,Answer_Count,Answer_Score,Question_Count,Question_Score
31,52822,1093315,157882,93,https://stackoverflow.com/users/157882/balusc,BalusC,3566,3626,374,jsf,7150,55864,3,428
32,52822,1093315,157882,93,https://stackoverflow.com/users/157882/balusc,BalusC,3566,3626,374,jsf-2,3761,30569,2,281
33,52822,1093315,157882,93,https://stackoverflow.com/users/157882/balusc,BalusC,3566,3626,374,servlets,2259,25937,1,20
34,52822,1093315,157882,93,https://stackoverflow.com/users/157882/balusc,BalusC,3566,3626,374,jsp,2864,23809,1,20
35,52822,1093315,157882,93,https://stackoverflow.com/users/157882/balusc,BalusC,3566,3626,374,html,923,13883,0,0
36,52822,1093315,157882,93,https://stackoverflow.com/users/157882/balusc,BalusC,3566,3626,374,primefaces,1635,11588,1,42
37,52822,1093315,157882,93,https://stackoverflow.com/users/157882/balusc,BalusC,3566,3626,374,el,742,8563,1,147
38,52822,1093315,157882,93,https://stackoverflow.com/users/157882/balusc,BalusC,3566,3626,374,jakarta-ee,751,8639,0,0
39,52822,1093315,157882,93,https://stackoverflow.com/users/157882/balusc,BalusC,3566,3626,374,javascript,1010,8572,1,42
40,35417,1077719,100297,0,https://stackoverflow.com/users/100297/martijn-pieters,Martijn Pieters,3389,4129,307,python,19090,183669,2,100
41,35417,1077719,100297,0,https://stackoverflow.com/users/100297/martijn-pieters,Martijn Pieters,3389,4129,307,python-3.x,2790,28078,0,0
42,35417,1077719,100297,0,https://stackoverflow.com/users/100297/martijn-pieters,Martijn Pieters,3389,4129,307,python-2.7,2224,14915,0,0
43,35417,1077719,100297,0,https://stackoverflow.com/users/100297/martijn-pieters,Martijn Pieters,3389,4129,307,list,1358,13683,0,0
44,35417,1077719,100297,0,https://stackoverflow.com/users/100297/martijn-pieters,Martijn Pieters,3389,4129,307,dictionary,1154,11053,0,0
45,35417,1077719,100297,0,https://stackoverflow.com/users/100297/martijn-pieters,Martijn Pieters,3389,4129,307,string,745,8823,0,0
46,35417,1077719,100297,0,https://stackoverflow.com/users/100297/martijn-pieters,Martijn Pieters,3389,4129,307,flask,613,8315,0,0
47,35417,1077719,100297,0,https://stackoverflow.com/users/100297/martijn-pieters,Martijn Pieters,3389,4129,307,json,615,7753,0,0
48,35417,1077719,100297,0,https://stackoverflow.com/users/100297/martijn-pieters,Martijn Pieters,3389,4129,307,python-internals,148,7364,0,0
49,35417,1077719,100297,0,https://stackoverflow.com/users/100297/martijn-pieters,Martijn Pieters,3389,4129,307,python-requests,385,6966,0,0
50,52616,1050652,157247,91,https://stackoverflow.com/users/157247/t-j-crowder,T.J. Crowder,1904,1953,193,javascript,15880,92849,18,200
51,52616,1050652,157247,91,https://stackoverflow.com/users/157247/t-j-crowder,T.J. Crowder,1904,1953,193,jquery,5055,21247,1,79
52,52616,1050652,157247,91,https://stackoverflow.com/users/157247/t-j-crowder,T.J. Crowder,1904,1953,193,arrays,1211,13902,0,0
53,52616,1050652,157247,91,https://stackoverflow.com/users/157247/t-j-crowder,T.J. Crowder,1904,1953,193,java,2249,13690,0,0
54,52616,1050652,157247,91,https://stackoverflow.com/users/157247/t-j-crowder,T.J. Crowder,1904,1953,193,html,2528,11366,4,45
55,52616,1050652,157247,91,https://stackoverflow.com/users/157247/t-j-crowder,T.J. Crowder,1904,1953,193,loops,171,9625,0,0
56,52616,1050652,157247,91,https://stackoverflow.com/users/157247/t-j-crowder,T.J. Crowder,1904,1953,193,iteration,19,9055,0,0
57,52616,1050652,157247,91,https://stackoverflow.com/users/157247/t-j-crowder,T.J. Crowder,1904,1953,193,foreach,66,8654,0,0
58,52616,1050652,157247,91,https://stackoverflow.com/users/157247/t-j-crowder,T.J. Crowder,1904,1953,193,node.js,1076,7473,1,2
59,52616,1050652,157247,91,https://stackoverflow.com/users/157247/t-j-crowder,T.J. Crowder,1904,1953,193,reactjs,1303,6333,1,1
60,11975,1040423,23354,100,https://stackoverflow.com/users/23354/marc-gravell,Marc Gravell,2921,2585,271,c#,13593,121643,23,745
61,11975,1040423,23354,100,https://stackoverflow.com/users/23354/marc-gravell,Marc Gravell,2921,2585,271,.net,4327,45339,27,632
62,11975,1040423,23354,100,https://stackoverflow.com/users/23354/marc-gravell,Marc Gravell,2921,2585,271,linq,1039,11759,2,58
63,11975,1040423,23354,100,https://stackoverflow.com/users/23354/marc-gravell,Marc Gravell,2921,2585,271,generics,551,7892,0,0
64,11975,1040423,23354,100,https://stackoverflow.com/users/23354/marc-gravell,Marc Gravell,2921,2585,271,multithreading,458,6568,1,22
65,11975,1040423,23354,100,https://stackoverflow.com/users/23354/marc-gravell,Marc Gravell,2921,2585,271,reflection,543,6089,1,57
66,11975,1040423,23354,100,https://stackoverflow.com/users/23354/marc-gravell,Marc Gravell,2921,2585,271,asp.net,848,5330,7,236
67,11975,1040423,23354,100,https://stackoverflow.com/users/23354/marc-gravell,Marc Gravell,2921,2585,271,xml,621,5191,0,0
68,11975,1040423,23354,100,https://stackoverflow.com/users/23354/marc-gravell,Marc Gravell,2921,2585,271,serialization,880,4995,1,13
69,11975,1040423,23354,100,https://stackoverflow.com/users/23354/marc-gravell,Marc Gravell,2921,2585,271,list,192,4912,0,0
70,14332,1029877,29407,86,https://stackoverflow.com/users/29407/darin-dimitrov,Darin Dimitrov,2937,3302,273,c#,7250,60997,10,164
71,14332,1029877,29407,86,https://stackoverflow.com/users/29407/darin-dimitrov,Darin Dimitrov,2937,3302,273,asp.net-mvc,6778,50291,6,41
72,14332,1029877,29407,86,https://stackoverflow.com/users/29407/darin-dimitrov,Darin Dimitrov,2937,3302,273,asp.net-mvc-3,4612,37248,0,0
73,14332,1029877,29407,86,https://stackoverflow.com/users/29407/darin-dimitrov,Darin Dimitrov,2937,3302,273,jquery,3046,19920,3,102
74,14332,1029877,29407,86,https://stackoverflow.com/users/29407/darin-dimitrov,Darin Dimitrov,2937,3302,273,asp.net,3446,19437,4,105
75,14332,1029877,29407,86,https://stackoverflow.com/users/29407/darin-dimitrov,Darin Dimitrov,2937,3302,273,.net,1957,18522,6,345
76,14332,1029877,29407,86,https://stackoverflow.com/users/29407/darin-dimitrov,Darin Dimitrov,2937,3302,273,javascript,2299,16484,3,262
77,14332,1029877,29407,86,https://stackoverflow.com/users/29407/darin-dimitrov,Darin Dimitrov,2937,3302,273,razor,1447,16566,0,0
78,14332,1029877,29407,86,https://stackoverflow.com/users/29407/darin-dimitrov,Darin Dimitrov,2937,3302,273,asp.net-mvc-4,1128,8192,0,0
79,14332,1029877,29407,86,https://stackoverflow.com/users/29407/darin-dimitrov,Darin Dimitrov,2937,3302,273,html,697,6956,0,0
80,39846,994225,115145,84,https://stackoverflow.com/users/115145/commonsware,CommonsWare,2536,2414,191,android,22898,102230,100,2235
81,39846,994225,115145,84,https://stackoverflow.com/users/115145/commonsware,CommonsWare,2536,2414,191,java,3680,13459,5,33
82,39846,994225,115145,84,https://stackoverflow.com/users/115145/commonsware,CommonsWare,2536,2414,191,android-intent,1700,5881,2,76
83,39846,994225,115145,84,https://stackoverflow.com/users/115145/commonsware,CommonsWare,2536,2414,191,android-studio,738,4938,4,96
84,39846,994225,115145,84,https://stackoverflow.com/users/115145/commonsware,CommonsWare,2536,2414,191,android-fragments,480,4164,1,130
85,39846,994225,115145,84,https://stackoverflow.com/users/115145/commonsware,CommonsWare,2536,2414,191,android-activity,755,3780,0,0
86,39846,994225,115145,84,https://stackoverflow.com/users/115145/commonsware,CommonsWare,2536,2414,191,android-layout,494,2833,0,0
87,39846,994225,115145,84,https://stackoverflow.com/users/115145/commonsware,CommonsWare,2536,2414,191,service,646,2739,0,0
88,39846,994225,115145,84,https://stackoverflow.com/users/115145/commonsware,CommonsWare,2536,2414,191,android-gradle-plugin,174,2177,9,379
89,39846,994225,115145,84,https://stackoverflow.com/users/115145/commonsware,CommonsWare,2536,2414,191,broadcastreceiver,546,2299,0,0
90,680,967402,893,84,https://stackoverflow.com/users/893/greg-hewgill,Greg Hewgill,1289,1157,186,git,524,47382,9,5421
91,680,967402,893,84,https://stackoverflow.com/users/893/greg-hewgill,Greg Hewgill,1289,1157,186,python,866,29065,6,724
92,680,967402,893,84,https://stackoverflow.com/users/893/greg-hewgill,Greg Hewgill,1289,1157,186,version-control,141,24294,1,9
93,680,967402,893,84,https://stackoverflow.com/users/893/greg-hewgill,Greg Hewgill,1289,1157,186,c++,978,11617,12,241
94,680,967402,893,84,https://stackoverflow.com/users/893/greg-hewgill,Greg Hewgill,1289,1157,186,git-pull,5,11575,0,0
95,680,967402,893,84,https://stackoverflow.com/users/893/greg-hewgill,Greg Hewgill,1289,1157,186,git-fetch,1,11494,0,0
96,680,967402,893,84,https://stackoverflow.com/users/893/greg-hewgill,Greg Hewgill,1289,1157,186,git-checkout,9,8113,0,0
97,680,967402,893,84,https://stackoverflow.com/users/893/greg-hewgill,Greg Hewgill,1289,1157,186,slice,4,6490,0,0
98,680,967402,893,84,https://stackoverflow.com/users/893/greg-hewgill,Greg Hewgill,1289,1157,186,sequence,3,6487,0,0
99,680,967402,893,84,https://stackoverflow.com/users/893/greg-hewgill,Greg Hewgill,1289,1157,186,c,619,5693,1,19
100,9266,930474,17034,0,https://stackoverflow.com/users/17034/hans-passant,Hans Passant,2561,1713,147,c#,8267,60714,2,313
101,9266,930474,17034,0,https://stackoverflow.com/users/17034/hans-passant,Hans Passant,2561,1713,147,.net,4287,33193,2,313
102,9266,930474,17034,0,https://stackoverflow.com/users/17034/hans-passant,Hans Passant,2561,1713,147,winforms,2511,16407,0,0
103,9266,930474,17034,0,https://stackoverflow.com/users/17034/hans-passant,Hans Passant,2561,1713,147,c++,2100,10348,0,0
104,9266,930474,17034,0,https://stackoverflow.com/users/17034/hans-passant,Hans Passant,2561,1713,147,visual-studio,861,6788,0,0
105,9266,930474,17034,0,https://stackoverflow.com/users/17034/hans-passant,Hans Passant,2561,1713,147,vb.net,1464,6180,0,0
106,9266,930474,17034,0,https://stackoverflow.com/users/17034/hans-passant,Hans Passant,2561,1713,147,windows,1046,5943,1,147
107,9266,930474,17034,0,https://stackoverflow.com/users/17034/hans-passant,Hans Passant,2561,1713,147,multithreading,826,5678,0,0
108,9266,930474,17034,0,https://stackoverflow.com/users/17034/hans-passant,Hans Passant,2561,1713,147,winapi,980,4671,0,0
109,9266,930474,17034,0,https://stackoverflow.com/users/17034/hans-passant,Hans Passant,2561,1713,147,visual-studio-2010,823,4579,0,0
110,10162,927413,19068,0,https://stackoverflow.com/users/19068/quentin,Quentin,1359,1232,129,javascript,13779,49774,2,2
111,10162,927413,19068,0,https://stackoverflow.com/users/19068/quentin,Quentin,1359,1232,129,html,8192,37431,1,19
112,10162,927413,19068,0,https://stackoverflow.com/users/19068/quentin,Quentin,1359,1232,129,css,2958,14723,2,20
113,10162,927413,19068,0,https://stackoverflow.com/users/19068/quentin,Quentin,1359,1232,129,php,4048,9744,0,0
114,10162,927413,19068,0,https://stackoverflow.com/users/19068/quentin,Quentin,1359,1232,129,jquery,3065,9218,0,0
115,10162,927413,19068,0,https://stackoverflow.com/users/19068/quentin,Quentin,1359,1232,129,json,1059,4448,0,0
116,10162,927413,19068,0,https://stackoverflow.com/users/19068/quentin,Quentin,1359,1232,129,node.js,1443,4116,1,36
117,10162,927413,19068,0,https://stackoverflow.com/users/19068/quentin,Quentin,1359,1232,129,forms,749,3424,0,0
118,10162,927413,19068,0,https://stackoverflow.com/users/19068/quentin,Quentin,1359,1232,129,ajax,1577,3363,0,0
119,10162,927413,19068,0,https://stackoverflow.com/users/19068/quentin,Quentin,1359,1232,129,url,217,3161,0,0
120,4601727,877715,3732271,0,https://stackoverflow.com/users/3732271/akrun,akrun,672,556,37,r,37928,72527,0,0
121,4601727,877715,3732271,0,https://stackoverflow.com/users/3732271/akrun,akrun,672,556,37,dplyr,6976,16600,0,0
122,4601727,877715,3732271,0,https://stackoverflow.com/users/3732271/akrun,akrun,672,556,37,dataframe,6062,11247,0,0
123,4601727,877715,3732271,0,https://stackoverflow.com/users/3732271/akrun,akrun,672,556,37,data.table,1931,4916,0,0
124,4601727,877715,3732271,0,https://stackoverflow.com/users/3732271/akrun,akrun,672,556,37,regex,1171,3251,0,0
125,4601727,877715,3732271,0,https://stackoverflow.com/users/3732271/akrun,akrun,672,556,37,tidyverse,1793,3228,0,0
126,4601727,877715,3732271,0,https://stackoverflow.com/users/3732271/akrun,akrun,672,556,37,list,1554,2899,0,0
127,4601727,877715,3732271,0,https://stackoverflow.com/users/3732271/akrun,akrun,672,556,37,tidyr,912,2220,0,0
128,4601727,877715,3732271,0,https://stackoverflow.com/users/3732271/akrun,akrun,672,556,37,string,1066,2183,0,0
129,4601727,877715,3732271,0,https://stackoverflow.com/users/3732271/akrun,akrun,672,556,37,matrix,987,1800,0,0
130,15988,876034,34397,87,https://stackoverflow.com/users/34397/slaks,SLaks,1976,1919,177,c#,5980,43810,30,419
131,15988,876034,34397,87,https://stackoverflow.com/users/34397/slaks,SLaks,1976,1919,177,javascript,2881,24583,0,0
132,15988,876034,34397,87,https://stackoverflow.com/users/34397/slaks,SLaks,1976,1919,177,.net,1755,15894,30,291
133,15988,876034,34397,87,https://stackoverflow.com/users/34397/slaks,SLaks,1976,1919,177,jquery,1761,15520,0,0
134,15988,876034,34397,87,https://stackoverflow.com/users/34397/slaks,SLaks,1976,1919,177,java,977,7698,0,0
135,15988,876034,34397,87,https://stackoverflow.com/users/34397/slaks,SLaks,1976,1919,177,string,218,6157,0,0
136,15988,876034,34397,87,https://stackoverflow.com/users/34397/slaks,SLaks,1976,1919,177,html,869,5702,0,0
137,15988,876034,34397,87,https://stackoverflow.com/users/34397/slaks,SLaks,1976,1919,177,arrays,232,5449,0,0
138,15988,876034,34397,87,https://stackoverflow.com/users/34397/slaks,SLaks,1976,1919,177,asp.net,1145,4622,4,20
139,15988,876034,34397,87,https://stackoverflow.com/users/34397/slaks,SLaks,1976,1919,177,linq,511,3482,0,0
140,8291,865554,14860,100,https://stackoverflow.com/users/14860/paxdiablo,paxdiablo,1972,1591,239,c,2532,17737,25,507
141,8291,865554,14860,100,https://stackoverflow.com/users/14860/paxdiablo,paxdiablo,1972,1591,239,c++,1688,11649,29,1254
142,8291,865554,14860,100,https://stackoverflow.com/users/14860/paxdiablo,paxdiablo,1972,1591,239,bash,633,10143,7,201
143,8291,865554,14860,100,https://stackoverflow.com/users/14860/paxdiablo,paxdiablo,1972,1591,239,linux,608,5625,11,48
144,8291,865554,14860,100,https://stackoverflow.com/users/14860/paxdiablo,paxdiablo,1972,1591,239,python,802,5246,14,66
145,8291,865554,14860,100,https://stackoverflow.com/users/14860/paxdiablo,paxdiablo,1972,1591,239,shell,380,5230,1,0
146,8291,865554,14860,100,https://stackoverflow.com/users/14860/paxdiablo,paxdiablo,1972,1591,239,java,722,4744,7,271
147,8291,865554,14860,100,https://stackoverflow.com/users/14860/paxdiablo,paxdiablo,1972,1591,239,unix,345,4212,2,10
148,8291,865554,14860,100,https://stackoverflow.com/users/14860/paxdiablo,paxdiablo,1972,1591,239,regex,240,4128,4,30
149,8291,865554,14860,100,https://stackoverflow.com/users/14860/paxdiablo,paxdiablo,1972,1591,239,windows,214,2856,12,65
150,34048,865415,95810,80,https://stackoverflow.com/users/95810/alex-martelli,Alex Martelli,1399,1228,174,python,4372,78228,2,62
151,34048,865415,95810,80,https://stackoverflow.com/users/95810/alex-martelli,Alex Martelli,1399,1228,174,list,203,13272,0,0
152,34048,865415,95810,80,https://stackoverflow.com/users/95810/alex-martelli,Alex Martelli,1399,1228,174,multidimensional-array,9,7337,0,0
153,34048,865415,95810,80,https://stackoverflow.com/users/95810/alex-martelli,Alex Martelli,1399,1228,174,flatten,2,7316,0,0
154,34048,865415,95810,80,https://stackoverflow.com/users/95810/alex-martelli,Alex Martelli,1399,1228,174,dictionary,163,3953,0,0
155,34048,865415,95810,80,https://stackoverflow.com/users/95810/alex-martelli,Alex Martelli,1399,1228,174,append,8,3106,0,0
156,34048,865415,95810,80,https://stackoverflow.com/users/95810/alex-martelli,Alex Martelli,1399,1228,174,multithreading,117,2873,0,0
157,34048,865415,95810,80,https://stackoverflow.com/users/95810/alex-martelli,Alex Martelli,1399,1228,174,bash,26,2819,0,0
158,34048,865415,95810,80,https://stackoverflow.com/users/95810/alex-martelli,Alex Martelli,1399,1228,174,stdout,12,2763,0,0
159,34048,865415,95810,80,https://stackoverflow.com/users/95810/alex-martelli,Alex Martelli,1399,1228,174,inheritance,46,2691,0,0
160,64585,858084,190597,88,https://stackoverflow.com/users/190597/unutbu,unutbu,1694,1814,190,python,6905,98045,10,306
161,64585,858084,190597,88,https://stackoverflow.com/users/190597/unutbu,unutbu,1694,1814,190,pandas,1536,27805,3,18
162,64585,858084,190597,88,https://stackoverflow.com/users/190597/unutbu,unutbu,1694,1814,190,numpy,1156,16005,1,8
163,64585,858084,190597,88,https://stackoverflow.com/users/190597/unutbu,unutbu,1694,1814,190,dataframe,321,14510,0,0
164,64585,858084,190597,88,https://stackoverflow.com/users/190597/unutbu,unutbu,1694,1814,190,matplotlib,515,9120,6,44
165,64585,858084,190597,88,https://stackoverflow.com/users/190597/unutbu,unutbu,1694,1814,190,list,223,4458,0,0
166,64585,858084,190597,88,https://stackoverflow.com/users/190597/unutbu,unutbu,1694,1814,190,dictionary,161,4287,0,0
167,64585,858084,190597,88,https://stackoverflow.com/users/190597/unutbu,unutbu,1694,1814,190,oop,47,4249,0,0
168,64585,858084,190597,88,https://stackoverflow.com/users/190597/unutbu,unutbu,1694,1814,190,class-method,7,4061,0,0
169,64585,858084,190597,88,https://stackoverflow.com/users/190597/unutbu,unutbu,1694,1814,190,python-decorators,13,3923,0,0
170,3465245,841965,2901002,97,https://stackoverflow.com/users/2901002/jezrael,jezrael,1284,1378,100,pandas,30556,87241,7,119
171,3465245,841965,2901002,97,https://stackoverflow.com/users/2901002/jezrael,jezrael,1284,1378,100,python,25866,80043,36,327
172,3465245,841965,2901002,97,https://stackoverflow.com/users/2901002/jezrael,jezrael,1284,1378,100,dataframe,11124,33945,2,98
173,3465245,841965,2901002,97,https://stackoverflow.com/users/2901002/jezrael,jezrael,1284,1378,100,python-3.x,3942,8987,1,5
174,3465245,841965,2901002,97,https://stackoverflow.com/users/2901002/jezrael,jezrael,1284,1378,100,numpy,1882,5273,13,65
175,3465245,841965,2901002,97,https://stackoverflow.com/users/2901002/jezrael,jezrael,1284,1378,100,datetime,1261,4138,0,0
176,3465245,841965,2901002,97,https://stackoverflow.com/users/2901002/jezrael,jezrael,1284,1378,100,group-by,814,3609,2,94
177,3465245,841965,2901002,97,https://stackoverflow.com/users/2901002/jezrael,jezrael,1284,1378,100,pandas-groupby,1434,3044,0,0
178,3465245,841965,2901002,97,https://stackoverflow.com/users/2901002/jezrael,jezrael,1284,1378,100,list,600,2410,14,159
179,3465245,841965,2901002,97,https://stackoverflow.com/users/2901002/jezrael,jezrael,1284,1378,100,file,14,2212,0,0
180,24377,822207,61974,0,https://stackoverflow.com/users/61974/mark-byers,Mark Byers,1456,1597,196,python,872,23444,0,0
181,24377,822207,61974,0,https://stackoverflow.com/users/61974/mark-byers,Mark Byers,1456,1597,196,c#,1500,18743,0,0
182,24377,822207,61974,0,https://stackoverflow.com/users/61974/mark-byers,Mark Byers,1456,1597,196,mysql,1357,12934,0,0
183,24377,822207,61974,0,https://stackoverflow.com/users/61974/mark-byers,Mark Byers,1456,1597,196,string,282,12160,0,0
184,24377,822207,61974,0,https://stackoverflow.com/users/61974/mark-byers,Mark Byers,1456,1597,196,sql,953,9440,0,0
185,24377,822207,61974,0,https://stackoverflow.com/users/61974/mark-byers,Mark Byers,1456,1597,196,java,614,8761,0,0
186,24377,822207,61974,0,https://stackoverflow.com/users/61974/mark-byers,Mark Byers,1456,1597,196,regex,741,7743,0,0
187,24377,822207,61974,0,https://stackoverflow.com/users/61974/mark-byers,Mark Byers,1456,1597,196,list,161,7647,0,0
188,24377,822207,61974,0,https://stackoverflow.com/users/61974/mark-byers,Mark Byers,1456,1597,196,.net,402,5822,0,0
189,24377,822207,61974,0,https://stackoverflow.com/users/61974/mark-byers,Mark Byers,1456,1597,196,php,626,5476,0,0
190,3748,815506,5445,0,https://stackoverflow.com/users/5445/christian-c-salvad%c3%b3,Christian C. Salvad&#243;,840,924,184,javascript,1234,63199,0,0
191,3748,815506,5445,0,https://stackoverflow.com/users/5445/christian-c-salvad%c3%b3,Christian C. Salvad&#243;,840,924,184,jquery,498,17218,0,0
192,3748,815506,5445,0,https://stackoverflow.com/users/5445/christian-c-salvad%c3%b3,Christian C. Salvad&#243;,840,924,184,html,100,8639,0,0
193,3748,815506,5445,0,https://stackoverflow.com/users/5445/christian-c-salvad%c3%b3,Christian C. Salvad&#243;,840,924,184,arrays,59,8146,0,0
194,3748,815506,5445,0,https://stackoverflow.com/users/5445/christian-c-salvad%c3%b3,Christian C. Salvad&#243;,840,924,184,c#,246,7703,0,0
195,3748,815506,5445,0,https://stackoverflow.com/users/5445/christian-c-salvad%c3%b3,Christian C. Salvad&#243;,840,924,184,loops,19,7220,0,0
196,3748,815506,5445,0,https://stackoverflow.com/users/5445/christian-c-salvad%c3%b3,Christian C. Salvad&#243;,840,924,184,string,36,6808,0,0
197,3748,815506,5445,0,https://stackoverflow.com/users/5445/christian-c-salvad%c3%b3,Christian C. Salvad&#243;,840,924,184,vim,41,6389,0,0
198,3748,815506,5445,0,https://stackoverflow.com/users/5445/christian-c-salvad%c3%b3,Christian C. Salvad&#243;,840,924,184,for-loop,8,5712,0,0
199,3748,815506,5445,0,https://stackoverflow.com/users/5445/christian-c-salvad%c3%b3,Christian C. Salvad&#243;,840,924,184,local-storage,3,4474,0,0
200,76141,804782,218196,100,https://stackoverflow.com/users/218196/felix-kling,Felix Kling,1153,1096,176,javascript,4384,51381,6,11376
201,76141,804782,218196,100,https://stackoverflow.com/users/218196/felix-kling,Felix Kling,1153,1096,176,asynchronous,47,7395,1,6681
202,76141,804782,218196,100,https://stackoverflow.com/users/218196/felix-kling,Felix Kling,1153,1096,176,ajax,209,7380,1,6681
203,76141,804782,218196,100,https://stackoverflow.com/users/218196/felix-kling,Felix Kling,1153,1096,176,jquery,2044,12191,1,605
204,76141,804782,218196,100,https://stackoverflow.com/users/218196/felix-kling,Felix Kling,1153,1096,176,python,244,11713,0,0
205,76141,804782,218196,100,https://stackoverflow.com/users/218196/felix-kling,Felix Kling,1153,1096,176,ecmascript-6,413,7292,1,819
206,76141,804782,218196,100,https://stackoverflow.com/users/218196/felix-kling,Felix Kling,1153,1096,176,php,993,6635,0,0
207,76141,804782,218196,100,https://stackoverflow.com/users/218196/felix-kling,Felix Kling,1153,1096,176,arrays,412,4572,1,1131
208,76141,804782,218196,100,https://stackoverflow.com/users/218196/felix-kling,Felix Kling,1153,1096,176,css,138,5059,0,0
209,76141,804782,218196,100,https://stackoverflow.com/users/218196/felix-kling,Felix Kling,1153,1096,176,html,479,4943,0,0
210,10930,785523,20862,50,https://stackoverflow.com/users/20862/ignacio-vazquez-abrams,Ignacio Vazquez-Abrams,1365,1348,155,python,5596,46045,2,23
211,10930,785523,20862,50,https://stackoverflow.com/users/20862/ignacio-vazquez-abrams,Ignacio Vazquez-Abrams,1365,1348,155,string,319,8094,0,0
212,10930,785523,20862,50,https://stackoverflow.com/users/20862/ignacio-vazquez-abrams,Ignacio Vazquez-Abrams,1365,1348,155,bash,949,7947,0,0
